Time,\\pi3\LR09144901L%P2O5,\\pi3\MKP_LAB449SO4%,\\pi3\MKP_DT_40450
04/10/2023 01:06:30.019,15.7,,
04/10/2023 01:06:12.885,,,1.034
04/10/2023 01:01:54.751,,,1.2558
04/10/2023 00:57:21.134,,,1.2604
04/10/2023 00:57:14.973,,4.4,
04/10/2023 00:56:30.019,15.7,,
04/10/2023 00:51:42.211,,,1.0308
04/10/2023 00:48:22.118,,,1.2562
04/10/2023 00:47:14.973,,4.4,
04/10/2023 00:47:01.435,,,1.2553
04/10/2023 00:46:30.019,15.7,,
04/10/2023 00:43:45.291,,,1.2577
04/10/2023 00:37:14.973,,4.4,
04/10/2023 00:36:30.019,15.7,,
04/10/2023 00:33:16.538,,,1.2534
04/10/2023 00:29:12.632,,,1.2555
04/10/2023 00:27:21.403,,,1.249
04/10/2023 00:27:14.973,,4.4,
04/10/2023 00:26:30.019,15.7,,
04/10/2023 00:24:04.429,,,1.2504
04/10/2023 00:18:58.200,,,1.2488
04/10/2023 00:17:14.973,,4.4,
04/10/2023 00:16:30.019,15.7,,
04/10/2023 00:14:15.375,,,1.2446
04/10/2023 00:09:41.868,,,1.2432
04/10/2023 00:07:14.973,,4.4,
04/10/2023 00:06:30.019,15.7,,
04/10/2023 00:00:14.388,,,1.2406
03/10/2023 23:59:08.904,,,1.0184
03/10/2023 23:57:14.973,,4.4,
03/10/2023 23:56:30.019,15.7,,
03/10/2023 23:56:07.172,,,1.2531
03/10/2023 23:52:59.229,,,1.2567
03/10/2023 23:51:57.958,,,1.2629
03/10/2023 23:47:37.272,,,1.266
03/10/2023 23:47:14.973,,4.4,
03/10/2023 23:46:37.000,,,1.006
03/10/2023 23:46:30.019,15.7,,
03/10/2023 23:43:11.649,,,1.258
03/10/2023 23:41:41.738,,,1.2592
03/10/2023 23:37:14.973,,4.4,
03/10/2023 23:37:10.858,,,1.263
03/10/2023 23:36:30.019,15.7,,
03/10/2023 23:33:41.293,,,1.2584
03/10/2023 23:30:54.840,,,1.2634
03/10/2023 23:28:14.106,15.5,,
03/10/2023 23:27:34.285,,4.45,
03/10/2023 23:23:51.928,,,1.2589
03/10/2023 23:21:59.515,,,1.0746
03/10/2023 23:18:14.106,15.5,,
03/10/2023 23:17:34.285,,4.45,
03/10/2023 23:13:52.771,,,1.2565
03/10/2023 23:11:35.830,,,1.2585
03/10/2023 23:10:00.838,,,1.2618
03/10/2023 23:08:14.106,15.5,,
03/10/2023 23:07:34.285,,4.45,
03/10/2023 23:05:14.843,,,1.0362
03/10/2023 23:02:11.853,,,1.2581
03/10/2023 22:58:14.106,15.5,,
03/10/2023 22:57:34.285,,4.45,
03/10/2023 22:55:18.149,,,1.2569
03/10/2023 22:53:51.311,,,1.0307
03/10/2023 22:50:49.429,,,1.2554
03/10/2023 22:48:14.106,15.5,,
03/10/2023 22:47:34.285,,4.45,
03/10/2023 22:41:57.498,,,1.2508
03/10/2023 22:38:17.983,,,1.0376
03/10/2023 22:38:14.106,15.5,,
03/10/2023 22:37:34.285,,4.45,
03/10/2023 22:33:31.276,,,1
03/10/2023 22:28:14.106,15.5,,
03/10/2023 22:27:34.285,,4.45,
03/10/2023 22:23:23.128,,,1.2369
03/10/2023 22:18:14.106,15.5,,
03/10/2023 22:17:34.285,,4.45,
03/10/2023 22:08:14.106,15.5,,
03/10/2023 22:07:34.285,,4.45,
03/10/2023 22:02:47.209,,,1.2201
03/10/2023 21:58:56.097,,,1.2277
03/10/2023 21:58:14.106,15.5,,
03/10/2023 21:57:34.285,,4.45,
03/10/2023 21:52:30.734,15.55,,
03/10/2023 21:47:34.285,,4.45,
03/10/2023 21:42:34.980,,,1.2352
03/10/2023 21:42:30.734,15.55,,
03/10/2023 21:41:25.435,,,1.2453
03/10/2023 21:39:14.547,,,1.0241
03/10/2023 21:37:34.285,,4.45,
03/10/2023 21:37:25.021,,,1.2559
03/10/2023 21:32:45.945,,,1.2641
03/10/2023 21:32:30.734,15.55,,
03/10/2023 21:27:35.041,,,1.2653
03/10/2023 21:27:34.285,,4.45,
03/10/2023 21:22:30.734,15.55,,
03/10/2023 21:21:35.964,,,1.2651
03/10/2023 21:17:34.285,,4.45,
03/10/2023 21:12:30.734,15.55,,
03/10/2023 21:11:20.412,,,1.0057
03/10/2023 21:07:34.285,,4.45,
03/10/2023 21:02:30.734,15.55,,
03/10/2023 21:01:36.429,,,1.265
03/10/2023 20:57:34.285,,4.45,
03/10/2023 20:56:28.847,,,1.0159
03/10/2023 20:53:21.673,,,1
03/10/2023 20:52:30.734,15.55,,
03/10/2023 20:47:34.285,,4.45,
03/10/2023 20:42:30.734,15.55,,
03/10/2023 20:37:34.285,,4.45,
03/10/2023 20:33:21.673,,,1
03/10/2023 20:32:30.734,15.55,,
03/10/2023 20:27:34.285,,4.45,
03/10/2023 20:23:15.577,,,1.2639
03/10/2023 20:22:30.734,15.55,,
03/10/2023 20:17:34.285,,4.45,
03/10/2023 20:15:21.424,,,1.0165
03/10/2023 20:12:39.078,,,1
03/10/2023 20:12:30.734,15.55,,
03/10/2023 20:11:32.638,,4.4,
03/10/2023 20:06:44.642,15.76,,
03/10/2023 20:02:39.078,,,1
03/10/2023 20:01:32.638,,4.4,
03/10/2023 19:56:44.642,15.76,,
03/10/2023 19:52:31.945,,,1.2517
03/10/2023 19:51:32.638,,4.4,
03/10/2023 19:51:29.610,,,1.2512
03/10/2023 19:50:27.309,,,1.1146
03/10/2023 19:46:44.642,15.76,,
03/10/2023 19:43:04.890,,,1.2467
03/10/2023 19:41:32.638,,4.4,
03/10/2023 19:41:30.860,,,1.0333
03/10/2023 19:38:28.021,,,1.2446
03/10/2023 19:36:44.642,15.76,,
03/10/2023 19:36:19.372,,,1.2416
03/10/2023 19:31:32.638,,4.4,
03/10/2023 19:28:08.856,,,1.2433
03/10/2023 19:26:44.642,15.76,,
03/10/2023 19:26:03.167,,,1.2575
03/10/2023 19:24:50.642,,,1.0312
03/10/2023 19:21:38.394,,,1.2691
03/10/2023 19:21:32.638,,4.4,
03/10/2023 19:18:21.264,,,1.2659
03/10/2023 19:16:44.642,15.76,,
03/10/2023 19:15:32.595,,,1.2634
03/10/2023 19:14:16.987,,,1.0008
03/10/2023 19:11:32.638,,4.4,
03/10/2023 19:11:15.970,,,1.2693
03/10/2023 19:09:33.773,,,1.2624
03/10/2023 19:08:26.321,,,1.052
03/10/2023 19:06:44.642,15.76,,
03/10/2023 19:05:23.422,,,1.2664
03/10/2023 19:01:32.638,,4.4,
03/10/2023 18:59:05.317,,,1.0148
03/10/2023 18:56:44.642,15.76,,
03/10/2023 18:56:03.223,,,1.2611
03/10/2023 18:53:56.498,,,1.2648
03/10/2023 18:51:32.638,,4.4,
03/10/2023 18:48:37.818,,,1.0021
03/10/2023 18:46:44.642,15.76,,
03/10/2023 18:45:35.877,,,1.2606
03/10/2023 18:43:13.736,,,1.2638
03/10/2023 18:41:32.638,,4.4,
03/10/2023 18:37:26.200,,,1.0168
03/10/2023 18:36:44.642,15.76,,
03/10/2023 18:34:24.151,,,1.2587
03/10/2023 18:31:32.638,,4.4,
03/10/2023 18:28:43.184,,,1.2617
03/10/2023 18:26:44.642,15.76,,
03/10/2023 18:22:39.679,15.96,,
03/10/2023 18:21:51.309,,,1.0532
03/10/2023 18:21:32.638,,4.4,
03/10/2023 18:18:49.125,,,1.2578
03/10/2023 18:12:39.679,15.96,,
03/10/2023 18:11:32.638,,4.4,
03/10/2023 18:07:03.683,,,1.2602
03/10/2023 18:05:36.702,,,1.0271
03/10/2023 18:02:39.679,15.96,,
03/10/2023 18:01:32.638,,4.4,
03/10/2023 17:57:31.082,,,1.258
03/10/2023 17:55:38.764,,,1.2587
03/10/2023 17:52:39.679,15.96,,
03/10/2023 17:51:32.638,,4.4,
03/10/2023 17:42:39.679,15.96,,
03/10/2023 17:41:32.638,,4.4,
03/10/2023 17:39:00.932,,,1.2604
03/10/2023 17:37:54.528,,,1.2568
03/10/2023 17:36:38.904,,,1.2538
03/10/2023 17:35:31.490,,,1.2531
03/10/2023 17:32:39.679,15.96,,
03/10/2023 17:31:38.453,,,1.2547
03/10/2023 17:31:32.638,,4.4,
03/10/2023 17:30:23.872,,,1.256
03/10/2023 17:28:44.720,,,1.2535
03/10/2023 17:26:38.072,,,1
03/10/2023 17:25:36.757,,,1.2498
03/10/2023 17:22:39.679,15.96,,
03/10/2023 17:22:27.587,,,1.2472
03/10/2023 17:21:32.638,,4.4,
03/10/2023 17:21:20.126,,,1.2448
03/10/2023 17:20:18.767,,,1.2487
03/10/2023 17:14:50.299,,,1.2477
03/10/2023 17:13:32.645,,,1.2001
03/10/2023 17:12:39.679,15.96,,
03/10/2023 17:12:29.347,,,1.2436
03/10/2023 17:11:32.638,,4.4,
03/10/2023 17:07:54.231,,,1.2505
03/10/2023 17:06:19.283,,,1.2544
03/10/2023 17:02:39.679,15.96,,
03/10/2023 17:01:44.526,,,1.2572
03/10/2023 17:01:32.638,,4.4,
03/10/2023 17:00:55.510,16.27,,
03/10/2023 16:59:07.969,,,1.261
03/10/2023 16:57:53.418,,,1.2547
03/10/2023 16:52:31.419,,,1.2519
03/10/2023 16:51:32.638,,4.4,
03/10/2023 16:51:18.786,,,1.0146
03/10/2023 16:50:55.510,16.27,,
03/10/2023 16:50:11.325,,,1.249
03/10/2023 16:48:28.101,,,1.2487
03/10/2023 16:46:21.284,,,1.2506
03/10/2023 16:41:32.638,,4.4,
03/10/2023 16:40:55.510,16.27,,
03/10/2023 16:37:58.164,,,1.2419
03/10/2023 16:32:31.216,,,1.2452
03/10/2023 16:31:32.638,,4.4,
03/10/2023 16:30:55.510,16.27,,
03/10/2023 16:30:19.599,,,1.249
03/10/2023 16:28:26.087,,,1.2539
03/10/2023 16:24:05.644,,,1.26
03/10/2023 16:21:32.638,,4.4,
03/10/2023 16:20:55.510,16.27,,
03/10/2023 16:11:32.638,,4.4,
03/10/2023 16:10:55.510,16.27,,
03/10/2023 16:01:32.638,,4.4,
03/10/2023 16:01:21.307,,,1.2576
03/10/2023 16:00:55.510,16.27,,
03/10/2023 15:55:48.976,,,1.2593
03/10/2023 15:54:29.278,,,1.2568
03/10/2023 15:51:32.638,,4.4,
03/10/2023 15:50:55.510,16.27,,
03/10/2023 15:46:36.457,,,1.2585
03/10/2023 15:45:10.672,,,1.2538
03/10/2023 15:43:59.169,,,1.0391
03/10/2023 15:41:32.638,,4.4,
03/10/2023 15:40:57.290,,,1.2593
03/10/2023 15:40:55.510,16.27,,
03/10/2023 15:31:32.638,,4.4,
03/10/2023 15:31:21.033,,,1.2555
03/10/2023 15:30:55.510,16.27,,
03/10/2023 15:27:32.191,,,1.2607
03/10/2023 15:24:40.494,,,1.256
03/10/2023 15:21:32.638,,4.4,
03/10/2023 15:20:55.510,16.27,,
03/10/2023 15:19:30.928,,,1.2575
03/10/2023 15:18:29.568,,,1.0217
03/10/2023 15:16:42.638,,,1
03/10/2023 15:11:32.638,,4.4,
03/10/2023 15:10:55.510,16.27,,
03/10/2023 15:06:35.454,,,1.2593
03/10/2023 15:05:05.592,,,1.2601
03/10/2023 15:01:59.654,,,1.2606
03/10/2023 15:01:32.638,,4.4,
03/10/2023 15:00:55.510,16.27,,
03/10/2023 14:54:21.873,,,1.2603
03/10/2023 14:51:32.638,,4.4,
03/10/2023 14:50:55.510,16.27,,
03/10/2023 14:44:43.442,,,1.2603
03/10/2023 14:41:32.638,,4.4,
03/10/2023 14:40:55.510,16.27,,
03/10/2023 14:37:35.889,,,1.2618
03/10/2023 14:33:02.412,,,1.0117
03/10/2023 14:31:32.638,,4.4,
03/10/2023 14:31:21.079,,,1.2595
03/10/2023 14:30:55.510,16.27,,
03/10/2023 14:27:11.482,16.21,,
03/10/2023 14:27:05.137,,,1.2614
03/10/2023 14:21:32.638,,4.4,
03/10/2023 14:21:23.597,,,1.0473
03/10/2023 14:18:21.075,,,1.2631
03/10/2023 14:17:11.482,16.21,,
03/10/2023 14:14:05.882,,,1.2609
03/10/2023 14:11:32.638,,4.4,
03/10/2023 14:07:11.482,16.21,,
03/10/2023 14:01:32.638,,4.4,
03/10/2023 14:00:30.539,,,1.2617
03/10/2023 13:57:11.482,16.21,,
03/10/2023 13:55:29.037,,,1.0432
03/10/2023 13:51:56.470,,,1.2595
03/10/2023 13:51:32.638,,4.4,
03/10/2023 13:48:04.293,,,1.2632
03/10/2023 13:47:11.482,16.21,,
03/10/2023 13:41:32.638,,4.4,
03/10/2023 13:37:11.482,16.21,,
03/10/2023 13:35:07.674,,,1.2595
03/10/2023 13:31:32.638,,4.4,
03/10/2023 13:27:34.159,,,1.2616
03/10/2023 13:27:11.482,16.21,,
03/10/2023 13:25:24.243,,,1.0249
03/10/2023 13:22:23.404,,,1.264
03/10/2023 13:21:32.638,,4.4,
03/10/2023 13:17:11.482,16.21,,
03/10/2023 13:16:13.627,,,1.2616
03/10/2023 13:11:32.638,,4.4,
03/10/2023 13:07:25.063,,,1.2591
03/10/2023 13:07:11.482,16.21,,
03/10/2023 13:02:52.126,,,1.2622
03/10/2023 13:01:32.638,,4.4,
03/10/2023 12:58:53.877,,,1.0011
03/10/2023 12:57:11.482,16.21,,
03/10/2023 12:55:19.178,,,1.2591
03/10/2023 12:51:44.664,,,1.2608
03/10/2023 12:51:32.638,,4.4,
03/10/2023 12:49:40.863,,,1.0025
03/10/2023 12:47:11.482,16.21,,
03/10/2023 12:46:38.192,,,1.2607
03/10/2023 12:41:32.638,,4.4,
03/10/2023 12:39:16.738,,,1.2609
03/10/2023 12:37:11.482,16.21,,
03/10/2023 12:34:15.405,,,1.0189
03/10/2023 12:31:32.638,,4.4,
03/10/2023 12:31:14.737,,,1.2607
03/10/2023 12:29:37.383,,,1.2614
03/10/2023 12:27:11.482,16.21,,
03/10/2023 12:21:56.514,,,1.2549
03/10/2023 12:21:32.638,,4.4,
03/10/2023 12:19:13.676,,,1.2614
03/10/2023 12:17:11.482,16.21,,
03/10/2023 12:14:00.271,,,1.2553
03/10/2023 12:11:32.638,,4.4,
03/10/2023 12:09:44.561,,,1.2582
03/10/2023 12:07:11.482,16.21,,
03/10/2023 12:03:48.220,,,1.2597
03/10/2023 12:03:19.030,15.33,,
03/10/2023 12:02:06.204,,,1.2534
03/10/2023 12:01:32.638,,4.4,
03/10/2023 11:57:46.681,,,1.2567
03/10/2023 11:53:19.030,15.33,,
03/10/2023 11:52:49.674,,,1.2582
03/10/2023 11:51:49.478,,,1.253
03/10/2023 11:51:32.638,,4.4,
03/10/2023 11:49:18.286,,,1.2546
03/10/2023 11:46:03.274,,,1.2596
03/10/2023 11:43:19.030,15.33,,
03/10/2023 11:43:09.741,,,1.2531
03/10/2023 11:41:32.638,,4.4,
03/10/2023 11:39:15.969,,,1.2546
03/10/2023 11:33:58.301,,,1.2612
03/10/2023 11:33:19.030,15.33,,
03/10/2023 11:32:30.360,,,1.2566
03/10/2023 11:31:32.638,,4.4,
03/10/2023 11:23:19.030,15.33,,
03/10/2023 11:21:32.638,,4.4,
03/10/2023 11:20:09.824,,,1.2531
03/10/2023 11:13:19.030,15.33,,
03/10/2023 11:11:32.638,,4.4,
03/10/2023 11:10:49.938,,,1.0038
03/10/2023 11:07:54.309,,,1.0031
03/10/2023 11:06:54.011,,,1.2537
03/10/2023 11:03:19.030,15.33,,
03/10/2023 11:01:32.638,,4.4,
03/10/2023 11:01:12.776,,,1.0184
03/10/2023 11:00:08.360,,,1.2547
03/10/2023 10:54:23.029,,,1.2534
03/10/2023 10:53:19.030,15.33,,
03/10/2023 10:51:32.638,,4.4,
03/10/2023 10:46:25.647,,,1.2584
03/10/2023 10:43:19.030,15.33,,
03/10/2023 10:41:32.638,,4.4,
03/10/2023 10:33:19.030,15.33,,
03/10/2023 10:33:06.740,,,1.2553
03/10/2023 10:32:37.027,15.32,,
03/10/2023 10:31:32.638,,4.4,
03/10/2023 10:30:12.029,,,1.2601
03/10/2023 10:27:35.607,,,1.2507
03/10/2023 10:25:39.060,,,1.0186
03/10/2023 10:22:43.328,,,1
03/10/2023 10:12:37.027,15.32,,
03/10/2023 10:11:32.638,,4.4,
03/10/2023 10:10:35.449,,,1.2517
03/10/2023 10:08:47.574,,,1.247
03/10/2023 10:00:17.568,,,1.2511
03/10/2023 09:52:37.027,15.32,,
03/10/2023 09:51:32.638,,4.4,
03/10/2023 09:42:37.027,15.32,,
03/10/2023 09:41:32.638,,4.4,
03/10/2023 09:41:20.404,,,1.2488
03/10/2023 09:32:37.027,15.32,,
03/10/2023 09:31:32.638,,4.4,
03/10/2023 09:31:08.025,,,1.2505
03/10/2023 09:30:07.743,,,1.0419
03/10/2023 09:27:05.664,,,1.2526
03/10/2023 09:25:45.858,,,1.2499
03/10/2023 09:22:37.027,15.32,,
03/10/2023 09:22:36.757,,,1.2516
03/10/2023 09:21:32.638,,4.4,
03/10/2023 09:20:07.517,,,1.0028
03/10/2023 09:12:37.027,15.32,,
03/10/2023 09:12:04.180,,,1.2521
03/10/2023 09:11:32.638,,4.4,
03/10/2023 09:03:37.335,15.45,,
03/10/2023 09:03:07.744,,,1.2469
03/10/2023 09:01:32.638,,4.4,
03/10/2023 09:00:53.810,,,1.2514
03/10/2023 08:56:06.686,,,1.0356
03/10/2023 08:53:37.335,15.45,,
03/10/2023 08:53:04.827,,,1.2468
03/10/2023 08:51:32.638,,4.4,
03/10/2023 08:49:12.801,,,1.2426
03/10/2023 08:44:50.020,,,1.2444
03/10/2023 08:43:37.335,15.45,,
03/10/2023 08:42:04.522,,,1.0619
03/10/2023 08:41:32.638,,4.4,
03/10/2023 08:33:37.335,15.45,,
03/10/2023 08:33:21.174,,,1.2388
03/10/2023 08:31:32.638,,4.4,
03/10/2023 08:30:36.534,,,1.2346
03/10/2023 08:26:34.268,,,1.0479
03/10/2023 08:23:37.335,15.45,,
03/10/2023 08:21:32.638,,4.4,
03/10/2023 08:18:28.343,,,1.2324
03/10/2023 08:13:37.335,15.45,,
03/10/2023 08:12:28.719,,,1.2311
03/10/2023 08:11:32.638,,4.4,
03/10/2023 08:06:45.499,,,1.2405
03/10/2023 08:04:48.944,,,1.242
03/10/2023 08:03:37.335,15.45,,
03/10/2023 08:01:32.638,,4.4,
03/10/2023 08:00:35.655,,,1.2427
03/10/2023 07:59:14.732,,,1.2505
03/10/2023 07:56:45.486,,,1.1054
03/10/2023 07:53:42.611,,,1.2545
03/10/2023 07:53:37.335,15.45,,
03/10/2023 07:51:32.638,,4.4,
03/10/2023 07:49:01.566,,,1.2487
03/10/2023 07:47:34.663,,,1.2552
03/10/2023 07:43:37.335,15.45,,
03/10/2023 07:41:32.638,,4.4,
03/10/2023 07:41:16.565,,,1.2519
03/10/2023 07:38:42.005,,,1.2535
03/10/2023 07:35:09.488,,,1.252
03/10/2023 07:33:37.335,15.45,,
03/10/2023 07:31:45.206,,,1.2489
03/10/2023 07:31:32.638,,4.4,
03/10/2023 07:29:05.526,,,1.2558
03/10/2023 07:26:19.004,,,1.0459
03/10/2023 07:23:37.335,15.45,,
03/10/2023 07:23:17.089,,,1.2473
03/10/2023 07:21:32.638,,4.4,
03/10/2023 07:20:11.257,,,1.2557
03/10/2023 07:17:17.166,,,1.0253
03/10/2023 07:14:15.433,,,1.2496
03/10/2023 07:13:37.335,15.45,,
03/10/2023 07:11:33.949,,,1.2544
03/10/2023 07:11:32.638,,4.4,
03/10/2023 07:09:51.477,,,1.045
03/10/2023 07:03:37.335,15.45,,
03/10/2023 07:01:32.638,,4.4,
03/10/2023 07:00:15.946,,,1.2495
03/10/2023 06:59:13.563,,,1.0385
03/10/2023 06:56:16.660,,,1.2534
03/10/2023 06:54:23.345,,,1.2514
03/10/2023 06:53:37.335,15.45,,
03/10/2023 06:51:36.874,,,1.2505
03/10/2023 06:51:32.638,,4.4,
03/10/2023 06:50:18.217,,,1.0338
03/10/2023 06:47:16.188,,,1.2565
03/10/2023 06:44:15.172,,,1.2572
03/10/2023 06:43:37.335,15.45,,
03/10/2023 06:42:27.779,,,1.0345
03/10/2023 06:41:32.638,,4.4,
03/10/2023 06:39:25.840,,,1.244
03/10/2023 06:36:39.297,,,1.25
03/10/2023 06:33:37.335,15.45,,
03/10/2023 06:32:33.733,,,1.2548
03/10/2023 06:31:32.638,14.95,,
03/10/2023 06:31:32.638,,4.4,
03/10/2023 06:31:13.601,,,1.2502
03/10/2023 06:29:46.688,,,1.0355
03/10/2023 06:26:41.657,,,1.255
03/10/2023 06:25:38.286,,,1.2502
03/10/2023 06:22:26.064,,,1.2506
03/10/2023 06:21:32.638,14.95,,
03/10/2023 06:21:32.638,,4.4,
03/10/2023 06:20:18.191,,,1.2568
03/10/2023 06:16:01.419,,,1.0034
03/10/2023 06:11:32.638,14.95,,
03/10/2023 06:11:32.638,,4.4,
03/10/2023 06:07:54.507,,,1.2528
03/10/2023 06:06:11.248,,,1.2527
03/10/2023 06:01:55.730,,,1.0545
03/10/2023 06:01:32.638,14.95,,
03/10/2023 06:01:32.638,,4.4,
03/10/2023 05:56:15.370,,,1
03/10/2023 05:51:32.638,14.95,,
03/10/2023 05:51:32.638,,4.4,
03/10/2023 05:45:46.784,,,1.0446
03/10/2023 05:42:28.503,,,1.2529
03/10/2023 05:41:32.638,14.95,,
03/10/2023 05:41:32.638,,4.4,
03/10/2023 05:40:52.409,,,1.0721
03/10/2023 05:39:44.008,,,1.2223
03/10/2023 05:38:43.663,,,1.067
03/10/2023 05:34:31.161,,,1.0428
03/10/2023 05:31:32.638,14.95,,
03/10/2023 05:31:32.638,,4.4,
03/10/2023 05:30:25.973,,,1.2553
03/10/2023 05:28:11.066,,,1.2527
03/10/2023 05:26:07.465,,,1.0123
03/10/2023 05:21:32.638,14.95,,
03/10/2023 05:21:32.638,,4.4,
03/10/2023 05:16:22.093,,,1.0467
03/10/2023 05:11:32.638,14.95,,
03/10/2023 05:11:32.638,,4.4,
03/10/2023 05:08:37.168,,,1.0094
03/10/2023 05:05:46.448,,,1.2491
03/10/2023 05:02:02.585,,,1.0076
03/10/2023 05:01:32.638,14.95,,
03/10/2023 05:01:32.638,,4.4,
03/10/2023 05:00:08.093,,,1.0096
03/10/2023 04:54:34.651,,,1
03/10/2023 04:51:32.638,14.95,,
03/10/2023 04:51:32.638,,4.4,
03/10/2023 04:43:44.574,,,1.0098
03/10/2023 04:41:32.638,14.95,,
03/10/2023 04:41:32.638,,4.4,
03/10/2023 04:41:12.202,,,1.2404
03/10/2023 04:39:40.141,,,1.2401
03/10/2023 04:37:39.455,,,1.0367
03/10/2023 04:35:23.560,,,1.2411
03/10/2023 04:34:03.779,,,1.0063
03/10/2023 04:31:33.560,,,1.0363
03/10/2023 04:31:32.638,14.95,,
03/10/2023 04:31:32.638,,4.4,
03/10/2023 04:26:06.667,,,1.2348
03/10/2023 04:25:06.369,,,1.0049
03/10/2023 04:21:32.638,14.95,,
03/10/2023 04:21:32.638,,4.4,
03/10/2023 04:15:23.280,,,1.1731
03/10/2023 04:14:22.732,,,1.2284
03/10/2023 04:12:54.642,,,1.225
03/10/2023 04:11:32.638,14.95,,
03/10/2023 04:11:32.638,,4.4,
03/10/2023 04:08:23.405,,,1.035
03/10/2023 04:05:21.179,,,1.2235
03/10/2023 04:04:18.480,14.9,,
03/10/2023 04:03:04.926,,4.45,
03/10/2023 04:02:13.760,,,1.2285
03/10/2023 03:59:33.024,,,1.2302
03/10/2023 03:54:18.480,14.9,,
03/10/2023 03:54:17.877,,,1.2322
03/10/2023 03:53:04.926,,4.45,
03/10/2023 03:52:43.701,,,1.2354
03/10/2023 03:51:43.269,,,1.0685
03/10/2023 03:48:41.142,,,1.2371
03/10/2023 03:46:27.159,,,1.24
03/10/2023 03:44:18.480,14.9,,
03/10/2023 03:44:18.287,,,1.0633
03/10/2023 03:43:04.926,,4.45,
03/10/2023 03:41:16.288,,,1.2429
03/10/2023 03:34:31.216,,,1.2412
03/10/2023 03:34:18.480,14.9,,
03/10/2023 03:33:04.926,,4.45,
03/10/2023 03:24:18.480,14.9,,
03/10/2023 03:23:04.926,,4.45,
03/10/2023 03:22:39.012,,,1.2519
03/10/2023 03:19:57.294,,,1.2486
03/10/2023 03:18:02.572,,,1.2475
03/10/2023 03:17:02.143,,,1.2487
03/10/2023 03:16:00.815,,,1.2523
03/10/2023 03:14:18.480,14.9,,
03/10/2023 03:14:14.490,,,1.2491
03/10/2023 03:13:04.926,,4.45,
03/10/2023 03:08:13.608,,,1.2504
03/10/2023 03:04:18.480,14.9,,
03/10/2023 03:03:04.926,,4.45,
03/10/2023 03:01:54.090,,,1.2614
03/10/2023 03:00:35.318,,,1.2565
03/10/2023 02:59:25.688,,,1.2553
03/10/2023 02:58:11.023,,,1.2517
03/10/2023 02:54:18.480,14.9,,
03/10/2023 02:53:04.926,,4.45,
03/10/2023 02:51:13.092,,,1.2547
03/10/2023 02:46:48.455,,,1.2484
03/10/2023 02:45:13.933,,,1.2533
03/10/2023 02:44:18.480,14.9,,
03/10/2023 02:43:04.926,,4.45,
03/10/2023 02:39:48.471,,,1.2518
03/10/2023 02:34:18.480,14.9,,
03/10/2023 02:33:04.926,,4.45,
03/10/2023 02:31:40.146,,,1.2546
03/10/2023 02:27:52.335,,,1.2514
03/10/2023 02:24:18.480,14.9,,
03/10/2023 02:23:32.803,,,1.2566
03/10/2023 02:23:04.926,,4.45,
03/10/2023 02:21:17.912,,,1.2517
03/10/2023 02:15:39.793,,,1.2554
03/10/2023 02:14:18.480,14.9,,
03/10/2023 02:13:04.926,,4.45,
03/10/2023 02:07:27.500,,,1.2523
03/10/2023 02:04:18.480,14.9,,
03/10/2023 02:03:04.926,,4.45,
03/10/2023 01:58:46.382,,,1.2532
03/10/2023 01:54:18.480,14.9,,
03/10/2023 01:53:04.926,,4.45,
03/10/2023 01:52:52.687,,,1.2508
03/10/2023 01:50:17.390,,,1.2524
03/10/2023 01:45:24.892,,,1.2557
03/10/2023 01:44:18.480,14.9,,
03/10/2023 01:43:48.838,,,1.2508
03/10/2023 01:43:04.926,,4.45,
03/10/2023 01:39:20.459,15,,
03/10/2023 01:38:03.263,,,1.251
03/10/2023 01:34:42.985,,,1.2562
03/10/2023 01:33:04.926,,4.45,
03/10/2023 01:30:16.261,,,1.0453
03/10/2023 01:29:20.459,15,,
03/10/2023 01:27:14.140,,,1.251
03/10/2023 01:25:41.091,,,1.2513
03/10/2023 01:23:04.926,,4.45,
03/10/2023 01:19:20.459,15,,
03/10/2023 01:18:30.607,,,1.256
03/10/2023 01:15:55.116,,,1.25
03/10/2023 01:13:35.208,,,1.2552
03/10/2023 01:13:04.926,,4.45,
03/10/2023 01:09:20.459,15,,
03/10/2023 01:08:19.974,,,1.2533
03/10/2023 01:03:04.926,,4.45,
03/10/2023 01:01:46.741,,,1.2559
03/10/2023 00:59:20.459,15,,
03/10/2023 00:57:33.242,,,1.2511
03/10/2023 00:53:24.863,,,1.2573
03/10/2023 00:53:04.926,,4.45,
03/10/2023 00:49:20.459,15,,
03/10/2023 00:45:19.515,,,1.2529
03/10/2023 00:43:04.926,,4.45,
03/10/2023 00:39:20.459,15,,
03/10/2023 00:38:57.356,,,1.256
03/10/2023 00:36:02.579,,,1.2525
03/10/2023 00:33:39.538,,,1.2514
03/10/2023 00:33:04.926,,4.45,
03/10/2023 00:29:20.459,15,,
03/10/2023 00:28:16.940,,,1.256
03/10/2023 00:25:33.332,,,1.2512
03/10/2023 00:23:04.926,,4.45,
03/10/2023 00:21:09.662,,,1.2591
03/10/2023 00:19:20.459,15,,
03/10/2023 00:18:00.599,,,1.2526
03/10/2023 00:16:56.241,,,1.0693
03/10/2023 00:13:54.259,,,1.2593
03/10/2023 00:13:04.926,,4.45,
03/10/2023 00:11:37.264,,,1.2555
03/10/2023 00:09:20.459,15,,
